Season,city,team1,team2,toss_winner,toss_decision,result,winner,player_of_match,venue,umpire1,umpire2
IPL,East London,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Delhi Daredevils,A Nehra,Buffalo Park,M Erasmus,SK Tarapore
IPL,Kimberley,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba
IPL,Kimberley,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena
IPL,Port Elizabeth,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,JP Duminy,St George's Park,BR Doctrove,BG Jerling
IPL,Johannesburg,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin
IPL,Kimberley,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Deccan Chargers,DR Smith,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena
IPL,Centurion,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare
IPL,Centurion,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen
IPL,Durban,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Delhi Daredevils,R Bhatia,Kingsmead,DJ Harper,SL Shastri
IPL,Durban,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper
IPL,Durban,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Rajasthan Royals,SK Warne,Kingsmead,BR Doctrove,DJ Harper
IPL,Bloemfontein,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell
IPL,Port Elizabeth,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,ML Hayden,St George's Park,SK Tarapore,SJA Taufel
IPL,Johannesburg,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi
IPL,Johannesburg,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Kings XI Punjab,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin
IPL,Bloemfontein,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell
IPL,Centurion,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin
IPL,Johannesburg,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,Royal Challengers Bangalore,JH Kallis,New Wanderers Stadium,IL Howell,RB Tiffin
IPL,Durban,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,LR Shukla,Kingsmead,BG Jerling,SJA Taufel
IPL,Durban,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,M Muralitharan,Kingsmead,BG Jerling,SJA Taufel
IPL,Centurion,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,V Sehwag,SuperSport Park,IL Howell,S Ravi
IPL,Centurion,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,MK Pandey,SuperSport Park,IL Howell,S Ravi
IPL,Centurion,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,AC Gilchrist,SuperSport Park,BR Doctrove,DJ Harper
IPL,Johannesburg,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,MK Pandey,New Wanderers Stadium,RE Koertzen,SJA Taufel
IPL,Johannesburg,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,A Kumble,New Wanderers Stadium,RE Koertzen,SJA Taufel
IPL,Mumbai,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,Kolkata Knight Riders,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin
IPL,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians,YK Pathan,Brabourne Stadium,RE Koertzen,RB Tiffin
IPL,Chandigarh,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,G Gambhir,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi
IPL,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,MK Tiwary,Eden Gardens,HDPK Dharmasena,AM Saheba
IPL,Chennai,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,Deccan Chargers,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper
IPL,Ahmedabad,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,V Sehwag,"Sardar Patel Stadium, Motera",BG Jerling,RE Koertzen
IPL,Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Royal Challengers Bangalore,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper
IPL,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba
IPL,Delhi,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore
IPL,Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,JH Kallis,M Chinnaswamy Stadium,K Hariharan,DJ Harper
IPL,Delhi,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,Chennai Super Kings,ML Hayden,Feroz Shah Kotla,BR Doctrove,SK Tarapore
IPL,Cuttack,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Deccan Chargers,A Symonds,Barabati Stadium,BF Bowden,M Erasmus
IPL,Ahmedabad,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin
IPL,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore,JH Kallis,Brabourne Stadium,HDPK Dharmasena,SS Hazare
IPL,Cuttack,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Deccan Chargers,A Symonds,Barabati Stadium,BF Bowden,M Erasmus
IPL,Chennai,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,tie,Kings XI Punjab,J Theron,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper
IPL,Mumbai,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Mumbai Indians,SR Tendulkar,Brabourne Stadium,SS Hazare,SJA Taufel
IPL,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Royal Challengers Bangalore,RV Uthappa,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin
IPL,Chandigarh,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,AC Voges,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,SK Tarapore
IPL,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,SR Tendulkar,Brabourne Stadium,BF Bowden,AM Saheba
IPL,Ahmedabad,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel
IPL,Chandigarh,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi
IPL,Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Delhi Daredevils,KM Jadhav,M Chinnaswamy Stadium,BG Jerling,RE Koertzen
IPL,Ahmedabad,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Rajasthan Royals,NV Ojha,"Sardar Patel Stadium, Motera",SS Hazare,SJA Taufel
IPL,Mumbai,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Mumbai Indians,Harbhajan Singh,Dr DY Patil Sports Academy,S Das,K Hariharan
IPL,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Delhi Daredevils,DA Warner,Feroz Shah Kotla,SS Hazare,SJA Taufel
IPL,Mumbai,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,SL Malinga,Brabourne Stadium,BR Doctrove,SK Tarapore
IPL,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen
IPL,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel
IPL,Kolkata,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,SC Ganguly,Eden Gardens,K Hariharan,DJ Harper
IPL,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Royal Challengers Bangalore,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,M Erasmus
IPL,Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin
IPL,Mumbai,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,Mumbai Indians,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi
IPL,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,Kings XI Punjab,DPMD Jayawardene,Eden Gardens,S Asnani,DJ Harper
IPL,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,Delhi Daredevils,PD Collingwood,Feroz Shah Kotla,BF Bowden,M Erasmus
IPL,Nagpur,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,Rajasthan Royals,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel
IPL,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Chennai Super Kings,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper
IPL,Jaipur,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,Rajasthan Royals,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore
IPL,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,SC Ganguly,Eden Gardens,BG Jerling,RE Koertzen
IPL,Bangalore,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,TL Suman,M Chinnaswamy Stadium,S Asnani,DJ Harper
IPL,Chandigarh,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",M Erasmus,AM Saheba
IPL,Nagpur,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Deccan Chargers,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel
IPL,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper
IPL,Delhi,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,Kings XI Punjab,PP Chawla,Feroz Shah Kotla,BF Bowden,AM Saheba
IPL,Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,SR Tendulkar,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore
IPL,Nagpur,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin
IPL,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,Mumbai Indians,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper
IPL,Chennai,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel
IPL,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,Royal Challengers Bangalore,KP Pietersen,Sawai Mansingh Stadium,BR Doctrove,S Ravi
IPL,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils,G Gambhir,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,SS Hazare
IPL,Dharamsala,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,RG Sharma,Himachal Pradesh Cricket Association Stadium,M Erasmus,AM Saheba
IPL,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,R McLaren,M Chinnaswamy Stadium,HDPK Dharmasena,SJA Taufel
IPL,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders,JD Unadkat,Eden Gardens,BG Jerling,RB Tiffin
IPL,Dharamsala,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,MS Dhoni,Himachal Pradesh Cricket Association Stadium,BF Bowden,AM Saheba
IPL,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Deccan Chargers,A Symonds,Feroz Shah Kotla,BR Doctrove,SK Tarapore
IPL,Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Kolkata Knight Riders,M Kartik,Eden Gardens,BG Jerling,RE Koertzen
IPL,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,KA Pollard,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin
IPL,Mumbai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,DE Bollinger,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin
IPL,Mumbai,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,Royal Challengers Bangalore,A Kumble,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel
IPL,Mumbai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Chennai Super Kings,SK Raina,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel
IPL,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings,S Anirudha,"MA Chidambaram Stadium, Chepauk",BR Doctrove,PR Reiffel
IPL,Hyderabad,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,SK Tarapore
IPL,Kochi,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,Royal Challengers Bangalore,AB de Villiers,Nehru Stadium,HDPK Dharmasena,K Hariharan
IPL,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians,SL Malinga,Feroz Shah Kotla,AM Saheba,RB Tiffin
IPL,Mumbai,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,Pune Warriors,SB Wagh,Dr DY Patil Sports Academy,BR Doctrove,PR Reiffel
IPL,Kolkata,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,JH Kallis,Eden Gardens,RE Koertzen,SK Tarapore
IPL,Jaipur,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin
IPL,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,SR Tendulkar,M Chinnaswamy Stadium,HDPK Dharmasena,AL Hill
IPL,Chandigarh,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SL Shastri
IPL,Mumbai,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,normal,Pune Warriors,MD Mishra,Dr DY Patil Sports Academy,S Asnani,PR Reiffel
IPL,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Deccan Chargers,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi
IPL,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,G Gambhir,Sawai Mansingh Stadium,Aleem Dar,SS Hazare
IPL,Mumbai,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,BB McCullum,Wankhede Stadium,BR Doctrove,PR Reiffel
IPL,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,AL Hill
IPL,Hyderabad,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi
IPL,Mumbai,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,Yuvraj Singh,Dr DY Patil Sports Academy,Asad Rauf,AM Saheba
IPL,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,L Balaji,Eden Gardens,Aleem Dar,RB Tiffin
IPL,Kochi,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,BB McCullum,Nehru Stadium,K Hariharan,AL Hill
IPL,Delhi,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Deccan Chargers,S Sohal,Feroz Shah Kotla,PR Reiffel,RJ Tucker
IPL,Mumbai,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,Mumbai Indians,MM Patel,Wankhede Stadium,Asad Rauf,AM Saheba
IPL,Kolkata,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kochi Tuskers Kerala,DPMD Jayawardene,Eden Gardens,Aleem Dar,RB Tiffin
IPL,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",S Asnani,PR Reiffel
IPL,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,Harbhajan Singh,Wankhede Stadium,Asad Rauf,AM Saheba
IPL,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,CH Gayle,Eden Gardens,SS Hazare,RB Tiffin
IPL,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Delhi Daredevils,DA Warner,Feroz Shah Kotla,S Asnani,RE Koertzen
IPL,Hyderabad,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,Mumbai Indians,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,AL Hill
IPL,Jaipur,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore
IPL,Chennai,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin
IPL,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,V Kohli,Feroz Shah Kotla,S Asnani,RJ Tucker
IPL,Mumbai,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,Chennai Super Kings,DE Bollinger,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri
IPL,Kochi,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Deccan Chargers,I Sharma,Nehru Stadium,HDPK Dharmasena,AL Hill
IPL,Delhi,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Kolkata Knight Riders,MK Tiwary,Feroz Shah Kotla,PR Reiffel,RJ Tucker
IPL,Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,J Botha,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore
IPL,Bangalore,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,V Kohli,M Chinnaswamy Stadium,Aleem Dar,SS Hazare
IPL,Kochi,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,normal,Delhi Daredevils,V Sehwag,Nehru Stadium,HDPK Dharmasena,AL Hill
IPL,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,Iqbal Abdulla,Eden Gardens,AM Saheba,SL Shastri
IPL,Jaipur,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,LRPL Taylor,Sawai Mansingh Stadium,SK Tarapore,SJA Taufel
IPL,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,JA Morkel,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin
IPL,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians,KA Pollard,Wankhede Stadium,HDPK Dharmasena,PR Reiffel
IPL,Delhi,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,P Parameswaran,Feroz Shah Kotla,Asad Rauf,SL Shastri
IPL,Hyderabad,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,Kolkata Knight Riders,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",S Asnani,RJ Tucker
IPL,Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,MEK Hussey,"MA Chidambaram Stadium, Chepauk",SS Hazare,RB Tiffin
IPL,Mumbai,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,Mumbai Indians,R Sharma,Dr DY Patil Sports Academy,HDPK Dharmasena,SJA Taufel
IPL,Kochi,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kochi Tuskers Kerala,BJ Hodge,Nehru Stadium,S Ravi,RJ Tucker
IPL,Hyderabad,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba
IPL,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin
IPL,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,Iqbal Abdulla,Eden Gardens,Asad Rauf,PR Reiffel
IPL,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,AT Rayudu,Wankhede Stadium,K Hariharan,SJA Taufel
IPL,Bangalore,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,SS Hazare
IPL,Chandigarh,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,Pune Warriors,R Sharma,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker
IPL,Jaipur,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,M Vijay,Sawai Mansingh Stadium,K Hariharan,SJA Taufel
IPL,Hyderabad,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Pune Warriors,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba
IPL,Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker
IPL,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,S Aravind,Sawai Mansingh Stadium,HDPK Dharmasena,K Hariharan
IPL,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Chennai Super Kings,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri
IPL,Indore,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,KD Karthik,Holkar Cricket Stadium,S Asnani,RJ Tucker
IPL,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,CH Gayle,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin
IPL,Mumbai,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers,A Mishra,Wankhede Stadium,S Ravi,SK Tarapore
IPL,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,PP Chawla,Himachal Pradesh Cricket Association Stadium,Asad Rauf,SL Shastri
IPL,Indore,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,BJ Hodge,Holkar Cricket Stadium,PR Reiffel,RJ Tucker
IPL,Mumbai,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,A Mishra,Dr DY Patil Sports Academy,S Ravi,SK Tarapore
IPL,Dharamsala,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Kings XI Punjab,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba
IPL,Chennai,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,Chennai Super Kings,WP Saha,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RE Koertzen
